"GC EI Compounds ID"	"Structure"	"TIC Sum"	"Name"	"RT in min"	"Reference mz"	"Avg TIC"	"NIST Lib Hit Formula"	"NIST Theo Mol Mass"	"NIST Observed Mol Mass"	"Area Max"	"MS Depth"	"Total Score"	"HRF Score"	"RHRF Score"	"SI"	"RSI"	"Calculated RI"	"RI Delta"	"MS2"	"Calc MW"	"Checked"	"Tags"	"Area Genuine_1raw F1"	"Area Genuine_2raw F2"	"Area Genuine_3raw F3"	"Area Suspect_1raw F4"	"Area Suspect_2raw F5"	"Area Suspect_3raw F6"	"Gap Status Genuine_1raw F1"	"Gap Status Genuine_2raw F2"	"Gap Status Genuine_3raw F3"	"Gap Status Suspect_1raw F4"	"Gap Status Suspect_2raw F5"	"Gap Status Suspect_3raw F6"	"Gap Fill Status Genuine_1raw F1"	"Gap Fill Status Genuine_2raw F2"	"Gap Fill Status Genuine_3raw F3"	"Gap Fill Status Suspect_1raw F4"	"Gap Fill Status Suspect_2raw F5"	"Gap Fill Status Suspect_3raw F6"
"1103"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:20 2024 (hash=d66bc83b); 16 18  0  0  0  0  0  0  0  0  0;   -1.7949   -0.0000    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.7949    0.7751    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3671   -0.0408    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0606    1.1422    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3671    0.7751    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0408   -0.4895    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.4685    1.8357    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6527    1.8357    0.0000 O   0  0  0     0  2  0  0  0  0;    0.3263    1.1422    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0606    0.7751    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0606    1.5501    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6935   -0.4895    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.4895   -1.1830    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0606   -0.0000    0.0000 C   0  0  0     0  0  0  0  0  0;    1.8357    1.7541    0.0000 C   0  0  0     0  0  0  0  0  0;    0.8566    2.3660    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  2  4  1  0  0  0  0;  3  5  1  0  0  0  0;  3  6  1  0  0  0  0;  4  7  1  0  0  0  0;  4  8  1  0  0  0  0;  4  5  1  0  0  0  0;  5  9  1  0  0  0  0;  6 12  1  0  0  0  0;  6 13  2  0  0  0  0;  9 10  1  0  0  0  0;  9 11  1  0  0  0  0; 10 14  1  0  0  0  0; 10 11  1  0  0  0  0; 11 15  1  0  0  0  0; 11 16  1  0  0  0  0; 12 14  1  0  0  0  0;$$$$"	"3222919648"	"(-)-Spathulenol"	"20.192"	"91.05434"	"537153275"	"C15 H24 O"	"220.18217"	""	"196993978"	"1"	"95.5"	"97.3"	"97.4"	"829"	"829"	"1581"	"4"	"NoMSn"	"205.32201"	"False"	""	"83757250"	" 77302402"	" 83366511"	" 172660929"	" 192135680"	" 196993978"	"No gap"	" No gap"	" No gap"	" No gap"	" No gap"	" No gap"	"1"	" 1"	" 1"	" 1"	" 1"	" 1"
"1104"	""	"19350952"	"Peak@20.194"	"20.194"	"151.11174"	"3225159"	""	""	""	"2933131"	"1"	""	""	""	""	""	"1581"	""	"NoMSn"	"207.16588"	"False"	""	"2718974"	" 2606106"	" 2933131"	" 1682546"	" 1798422"	" 1979882"	"Full gap"	" Full gap"	" Full gap"	" No gap"	" Full gap"	" Full gap"	"128"	" 128"	" 128"	" 1"	" 128"	" 128"
"1105"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:16 2024 (hash=f0155767); 17 19  0  0  0  0  0  0  0  0  0;   -0.8907   -0.7288    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.2024   -1.0931    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.6195   -1.1336    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.9312    0.0810    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3239    0.4454    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.5385    0.4454    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3239    1.1741    0.0000 C   0  0  0     0  0  0  0  0  0;    0.3239    0.1215    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.5385    1.1741    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.9312    1.5385    0.0000 C   0  0  0     0  0  0  0  0  0;    0.2834    1.5385    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3239    1.9838    0.0000 H   0  0  0     0  1  0  0  0  0;    0.9312    0.4858    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.9312    2.3482    0.0000 C   0  0  0     0  0  0  0  0  0;    0.2834    2.3482    0.0000 C   0  0  0     0  0  0  0  0  0;    0.9312    1.2146    0.0000 C   0  0  0     0  0  0  0  0  0;    1.6195    1.6195    0.0000 O   0  0  0     0  2  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  4  1  1  6  0  0  0;  4  5  1  0  0  0  0;  4  6  1  0  0  0  0;  5  7  1  0  0  0  0;  5  8  1  0  0  0  0;  6  9  1  0  0  0  0;  7 10  1  0  0  0  0;  7 11  1  0  0  0  0;  7 12  1  1  0  0  0;  8 13  1  0  0  0  0;  8 10  1  0  0  0  0;  9 10  1  0  0  0  0; 10 14  1  6  0  0  0; 11 15  2  0  0  0  0; 11 16  1  0  0  0  0; 13 16  1  0  0  0  0; 16 17  1  6  0  0  0;$$$$"	"488842847"	"Copaen-4-alpha-ol,beta-"	"20.205"	"144.09335"	"81473808"	"C15 H24 O"	"220.18217"	""	"9291791"	"1"	"89.1"	"94.3"	"94.3"	"567"	"567"	"1581"	"9"	"NoMSn"	"202.17209"	"False"	""	"3628233"	" 3325852"	" 3563782"	" 679754"	" 9118485"	" 9291791"	"No gap"	" No gap"	" No gap"	" No gap"	" Full gap"	" Full gap"	"1"	" 1"	" 1"	" 1"	" 128"	" 128"
"1106"	""	"23647609"	"Peak@20.203"	"20.199"	"96.08895"	"3941268"	""	""	""	"1823632"	"1"	""	""	""	""	""	"1581"	""	"NoMSn"	"136.12529"	"False"	""	"1419596"	" 1318775"	" 1572101"	" 1521642"	" 1758796"	" 1823632"	"Full gap"	" Full gap"	" Full gap"	" Full gap"	" Full gap"	" No gap"	"128"	" 128"	" 128"	" 128"	" 128"	" 1"
"1107"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:38 2024 (hash=79412e7b); 19 19  0  0  0  0  0  0  0  0  0;   -1.0077    1.6124    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3225    1.1690    0.0000 C   0  0  0     0  0  0  0  0  0;    2.4992   -1.2093    0.0000 C   0  0  0     0  0  0  0  0  0;    1.7736   -0.8062    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.7333    1.1690    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3225    0.4031    0.0000 C   0  0  0     0  0  0  0  0  0;    0.4031    1.6124    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.7333    0.4031    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0077   -0.0000    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0884    1.1690    0.0000 N   0  0  0     0  3  0  0  0  0;    0.4031    2.4186    0.0000 O   0  0  0     0  2  0  0  0  0;   -2.4589   -0.0000    0.0000 O   0  0  0     0  2  0  0  0  0;   -3.1442    0.4031    0.0000 C   0  0  0     0  0  0  0  0  0;    1.7736    1.6124    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0884    0.3628    0.0000 C   0  0  0     0  0  0  0  0  0;    2.4992    1.1690    0.0000 C   0  0  0     0  0  0  0  0  0;    3.1845    1.6124    0.0000 C   0  0  0     0  0  0  0  0  0;    2.4992    0.3628    0.0000 C   0  0  0     0  0  0  0  0  0;    1.7736   -0.0000    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  2  0  0  0  0;  1  5  1  0  0  0  0;  2  6  1  0  0  0  0;  2  7  1  0  0  0  0;  3  4  1  0  0  0  0;  4 19  1  0  0  0  0;  5  8  2  0  0  0  0;  6  9  2  0  0  0  0;  7 10  1  0  0  0  0;  7 11  2  0  0  0  0;  8 12  1  0  0  0  0;  8  9  1  0  0  0  0; 10 14  1  0  0  0  0; 10 15  1  0  0  0  0; 12 13  1  0  0  0  0; 14 16  1  0  0  0  0; 15 19  1  0  0  0  0; 16 17  1  0  0  0  0; 16 18  1  0  0  0  0;$$$$"	"16884434"	"Benzamide, 4-methoxy-N-butyl-N-isobutyl-"	"20.212"	"150.14008"	"2814072"	"C16 H25 N O2"	"263.18798"	""	"1732194"	"1"	"91.4"	"97.4"	"98.0"	"619"	"626"	"1582"	""	"NoMSn"	"356.07031"	"False"	""	"1181064"	" 1138534"	" 1137179"	" 1730518"	" 1280308"	" 1732194"	"No gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	" Full gap"	"1"	" 1"	" 128"	" 128"	" 128"	" 128"
"1108"	""	"30118023"	"Peak@20.214"	"20.205"	"177.16360"	"5019670"	""	""	""	"3576657"	"1"	""	""	""	""	""	"1582"	""	"NoMSn"	"163.14873"	"False"	""	"2487144"	" 2402006"	" 2446398"	" 3123642"	" 3500672"	" 3576657"	"Full gap"	" Full gap"	" Full gap"	" Full gap"	" No gap"	" Full gap"	"128"	" 128"	" 128"	" 128"	" 1"	" 128"
"1109"	""	"6332083"	"Peak@20.214"	"20.212"	"137.13254"	"1055347"	""	""	""	"1394331"	"1"	""	""	""	""	""	"1582"	""	"NoMSn"	"191.18008"	"False"	""	"1348621"	" 1247342"	" 1394331"	" 401792"	" 320066"	" 422457"	"Full gap"	" Full gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	"128"	" 128"	" 1"	" 128"	" 128"	" 128"
"1110"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:05:18 2024 (hash=34ff5304); 28 29  0  0  0  0  0  0  0  0  0;   -0.3327    0.7902    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0397    0.4575    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3327    1.6635    0.0000 O   0  0  0     0  2  0  0  0  0;    0.3327    0.4575    0.0000 N   0  0  0     0  3  0  0  0  0;   -1.7883    0.7902    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.4953    0.4575    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0397    0.7902    0.0000 C   0  0  0     0  0  0  0  0  0;    0.3327   -0.4159    0.0000 C   0  0  0     0  0  0  0  0  0;    1.7883    0.4575    0.0000 C   0  0  0     0  0  0  0  0  0;    2.4953    0.7902    0.0000 C   0  0  0     0  0  0  0  0  0;    3.2023    0.4575    0.0000 C   0  0  0     0  0  0  0  0  0;    2.4953    1.6635    0.0000 C   0  0  0     0  0  0  0  0  0;    3.9508    0.7902    0.0000 C   0  0  0     0  0  0  0  0  0;    3.9508    1.6635    0.0000 C   0  0  0     0  0  0  0  0  0;    4.6578    0.4575    0.0000 O   0  0  0     0  2  0  0  0  0;    3.2023    2.0378    0.0000 C   0  0  0     0  0  0  0  0  0;    4.6578    2.0378    0.0000 O   0  0  0     0  2  0  0  0  0;    5.3648    1.6635    0.0000 C   0  0  0     0  0  0  0  0  0;    5.3648    0.7902    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.2023    0.7902    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.4953   -0.4159    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.9508    0.4575    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.9508   -0.4159    0.0000 C   0  0  0     0  0  0  0  0  0;   -4.6578    0.7902    0.0000 O   0  0  0     0  2  0  0  0  0;   -3.2023   -0.7902    0.0000 C   0  0  0     0  0  0  0  0  0;   -4.6578   -0.7902    0.0000 O   0  0  0     0  2  0  0  0  0;   -5.3648   -0.4159    0.0000 C   0  0  0     0  0  0  0  0  0;   -5.3648    0.4575    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  2  0  0  0  0;  1  4  1  0  0  0  0;  2  5  2  0  0  0  0;  4  7  1  0  0  0  0;  4  8  1  0  0  0  0;  5  6  1  0  0  0  0;  6 20  2  0  0  0  0;  6 21  1  0  0  0  0;  7  9  1  0  0  0  0;  9 10  1  0  0  0  0; 10 11  2  0  0  0  0; 10 12  1  0  0  0  0; 11 13  1  0  0  0  0; 12 16  2  0  0  0  0; 13 14  2  0  0  0  0; 13 15  1  0  0  0  0; 14 16  1  0  0  0  0; 14 17  1  0  0  0  0; 15 19  1  0  0  0  0; 17 18  1  0  0  0  0; 20 22  1  0  0  0  0; 21 25  2  0  0  0  0; 22 23  2  0  0  0  0; 22 24  1  0  0  0  0; 23 25  1  0  0  0  0; 23 26  1  0  0  0  0; 24 28  1  0  0  0  0; 26 27  1  0  0  0  0;$$$$"	"8763353"	"trans-Rubemamine, N-methyl"	"20.218"	"164.15588"	"1460559"	"C22 H27 N O5"	"385.18837"	""	"4061523"	"1"	"88.4"	"100.0"	"100.0"	"669"	"669"	"1582"	"1802"	"NoMSn"	"191.14354"	"False"	""	"4061523"	" 3576648"	" 3885314"	" 272929"	" 285184"	" 301336"	"No gap"	" No gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	"1"	" 1"	" 1"	" 128"	" 128"	" 128"
"1111"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:29 2024 (hash=428f8a07); 10 10  0  0  0  0  0  0  0  0  0;   -0.3659   -0.7318    0.0000 C   0  0  0     0  0  0  0  0  0;    0.3659   -0.3659    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0977   -0.3659    0.0000 C   0  0  0     0  0  0  0  0  0;    1.1383   -0.7318    0.0000 C   0  0  0     0  0  0  0  0  0;    0.3659    0.4065    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0977    0.4065    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3659    0.7318    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3659    1.5042    0.0000 O   0  0  0     0  2  0  0  0  0;    0.3659    1.9108    0.0000 C   0  0  0     0  0  0  0  0  0;    1.1383    1.5042    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  2  4  1  0  0  0  0;  2  5  2  0  0  0  0;  3  6  1  0  0  0  0;  5  7  1  0  0  0  0;  6  7  1  0  0  0  0;  7  8  1  0  0  0  0;  8  9  1  0  0  0  0;  9 10  2  0  0  0  0;$$$$"	"430293129"	"Cyclohexene, 1-methyl-3-vinyloxy-"	"20.288"	"96.05700"	"71715522"	"C9 H14 O"	"138.10392"	"138.10394"	"84727746"	"1"	"88.7"	"96.2"	"97.9"	"512"	"528"	"1586"	""	"NoMSn"	"138.10449"	"False"	""	"3454923"	" 2998538"	" 3260274"	" 881725"	" 82816612"	" 84727746"	"No gap"	" No gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	"1"	" 1"	" 1"	" 128"	" 128"	" 128"
"1112"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:04:13 2024 (hash=e7aac817); 11 12  0  0  0  0  0  0  0  0  0;   -0.7728   -0.1220    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.3016   -0.2847    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3661   -0.5288    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6101    0.4067    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.4236   -0.7728    0.0000 C   0  0  0     0  0  0  0  0  0;    0.3254    0.9355    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.8948    0.8948    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0813    1.9930    0.0000 C   0  0  0     0  0  0  0  0  0;    1.3423    0.5288    0.0000 C   0  0  0     0  0  0  0  0  0;    0.4474    1.4643    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4643    1.0575    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  1  4  1  0  0  0  0;  2  5  1  0  0  0  0;  4  6  1  0  0  0  0;  4  7  1  0  0  0  0;  6  8  1  0  0  0  0;  6  9  1  0  0  0  0;  7 10  1  0  0  0  0;  8 10  1  0  0  0  0;  9 11  1  0  0  0  0; 10 11  1  0  0  0  0;$$$$"	"566278272"	"Bicyclo[2.2.1]heptane, 2-(1-methylpropyl)-"	"20.290"	"120.09340"	"94379712"	"C11 H20"	"152.15595"	""	"52520718"	"1"	"84.5"	"84.3"	"84.8"	"539"	"699"	"1586"	""	"NoMSn"	"131.00490"	"False"	""	"2570860"	" 2165643"	" 2242199"	" 49465033"	" 51786904"	" 52520718"	"No gap"	" No gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	"1"	" 1"	" 1"	" 128"	" 128"	" 128"
"1113"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:14 2024 (hash=fedc8d3c); 15 16  0  0  0  0  0  0  0  0  0;   -1.9457    1.0944    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.2566    0.6891    0.0000 C   0  0  0     0  0  0  0  0  0;    0.1621   -0.9323    0.0000 C   0  0  0     0  0  0  0  0  0;    0.1621   -0.1216    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6486    2.3105    0.0000 C   0  0  0     0  0  0  0  0  0;    1.1755    1.7025    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.5270    1.0944    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.2566   -0.1216    0.0000 C   0  0  0     0  0  0  0  0  0;    0.9323   -0.3648    0.0000 C   0  0  0     0  0  0  0  0  0;    0.1621    0.6891    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.5270   -0.5270    0.0000 C   0  0  0     0  0  0  0  0  0;    1.1755   -1.1350    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4187    0.2837    0.0000 C   0  0  0     0  0  0  0  0  0;    1.9862    1.9051    0.0000 C   0  0  0     0  0  0  0  0  0;    0.9323    0.9323    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  2  7  1  0  0  0  0;  2  8  2  0  0  0  0;  3  4  1  0  0  0  0;  4  9  1  0  0  0  0;  4 10  1  0  0  0  0;  4 11  1  0  0  0  0;  5  6  1  0  0  0  0;  6 14  1  0  0  0  0;  6 15  1  0  0  0  0;  7 10  2  0  0  0  0;  8 11  1  0  0  0  0;  9 12  1  0  0  0  0;  9 13  1  0  0  0  0; 10 15  1  0  0  0  0; 13 15  1  0  0  0  0;$$$$"	"726614528"	"1H-Indene, 2,3,3a,4-tetrahydro-3,3a,6-trimethyl-1-(1-methylethyl)-"	"20.297"	"161.13251"	"121102421"	"C15 H24"	"204.18725"	"204.18729"	"106875051"	"1"	"85.5"	"88.2"	"90.9"	"512"	"527"	"1586"	""	"NoMSn"	"204.18783"	"False"	""	"8335445"	" 6889765"	" 7572479"	" 100205499"	" 104721728"	" 106875051"	"No gap"	" No gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	"1"	" 1"	" 1"	" 128"	" 128"	" 128"
"1114"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:19 2024 (hash=c77fe70e); 16 18  0  0  0  0  0  0  0  0  0;    0.9344    0.4875    0.0000 C   0  0  0     0  0  0  0  0  0;    0.4062   -0.1625    0.0000 C   0  0  0     0  0  0  0  0  0;    0.4062    1.1375    0.0000 C   0  0  0     0  0  0  0  0  0;    1.6250    0.8531    0.0000 C   0  0  0     0  0  0  0  0  0;    1.6250    0.0812    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3250    0.0812    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3250    0.8531    0.0000 C   0  0  0     0  0  0  0  0  0;    0.4062    1.9500    0.0000 C   0  0  0     0  0  0  0  0  0;    1.2187    1.3812    0.0000 H   0  0  0     0  1  0  0  0  0;   -1.1375   -0.1625    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.7719    1.5437    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.1375    1.1375    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.5844    0.4875    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.3812   -0.9750    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3250    2.1937    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.6250    1.5437    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  1  4  1  0  0  0  0;  1  5  1  0  0  0  0;  2  6  1  0  0  0  0;  3  7  1  0  0  0  0;  3  8  1  0  0  0  0;  3  9  1  0  0  0  0;  6 10  2  0  0  0  0;  6  7  1  0  0  0  0;  7 11  1  0  0  0  0;  7 12  1  0  0  0  0;  8 15  1  0  0  0  0; 10 13  1  0  0  0  0; 10 14  1  0  0  0  0; 11 15  1  0  0  0  0; 11 16  1  0  0  0  0; 12 13  1  0  0  0  0;$$$$"	"74689168"	"Panaginsene"	"20.302"	"148.12006"	"12448195"	"C15 H24"	"204.18725"	""	"6245000"	"1"	"93"	"97.0"	"97.0"	"710"	"710"	"1586"	"248"	"NoMSn"	"189.30283"	"False"	""	"1037297"	" 891813"	" 930198"	" 6040789"	" 5942642"	" 6245000"	"No gap"	" Full gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	"1"	" 128"	" 1"	" 128"	" 128"	" 128"
"1115"	""	"41171732"	"Peak@20.355"	"20.358"	"177.16377"	"6861955"	""	""	""	"6456031"	"1"	""	""	""	""	""	"1589"	""	"NoMSn"	"177.16432"	"False"	""	"2350354"	" 2093330"	" 2169601"	" 6398435"	" 6261011"	" 6456031"	"Full gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	" Full gap"	"128"	" 1"	" 128"	" 128"	" 128"	" 128"
"1116"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:07:25 2024 (hash=8aae7a6a); 27 29  0  0  0  0  0  0  0  0  0;   -2.8043    1.0161    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.5359    1.4225    0.0000 C   0  0  0     0  0  0  0  0  0;    3.5359   -0.2032    0.0000 C   0  0  0     0  0  0  0  0  0;    3.5359   -1.0161    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.8043    0.2032    0.0000 O   0  0  0     0  2  0  0  0  0;   -2.1134    1.4225    0.0000 O   0  0  0     0  2  0  0  0  0;   -3.5359    2.2353    0.0000 C   0  0  0     0  0  0  0  0  0;   -4.2268    1.0161    0.0000 C   0  0  0     0  0  0  0  0  0;   -4.2268    2.6418    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.8043    2.6418    0.0000 Cl  0  0  0     0  1  0  0  0  0;   -4.9177    2.2353    0.0000 C   0  0  0     0  0  0  0  0  0;   -4.9177    1.4225    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.4225    1.0161    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.4225    0.2032    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6909    1.4225    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6909   -0.2032    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000    0.2032    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000    1.0161    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6909   -0.2032    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4225    0.2032    0.0000 N   0  0  0     0  3  0  0  0  0;    2.1134   -0.2032    0.0000 N   0  0  0     0  3  0  0  0  0;    2.8043    0.2032    0.0000 C   0  0  0     0  0  0  0  0  0;    4.2268    0.2032    0.0000 N   0  0  0     0  3  0  0  0  0;    4.2268   -1.4225    0.0000 C   0  0  0     0  0  0  0  0  0;    4.9177   -1.0161    0.0000 C   0  0  0     0  0  0  0  0  0;    4.9177   -0.2032    0.0000 C   0  0  0     0  0  0  0  0  0;    2.8043    1.0161    0.0000 O   0  0  0     0  2  0  0  0  0;  1  2  1  0  0  0  0;  1  5  2  0  0  0  0;  1  6  1  0  0  0  0;  2  7  2  0  0  0  0;  2  8  1  0  0  0  0;  3  4  2  0  0  0  0;  3 23  1  0  0  0  0;  3 22  1  0  0  0  0;  4 24  1  0  0  0  0;  6 13  1  0  0  0  0;  7  9  1  0  0  0  0;  7 10  1  0  0  0  0;  8 12  2  0  0  0  0;  9 11  2  0  0  0  0; 11 12  1  0  0  0  0; 13 14  2  0  0  0  0; 13 15  1  0  0  0  0; 14 16  1  0  0  0  0; 15 18  2  0  0  0  0; 16 17  2  0  0  0  0; 17 18  1  0  0  0  0; 17 19  1  0  0  0  0; 20 19  2  3  0  0  0; 20 21  1  0  0  0  0; 21 22  1  0  0  0  0; 22 27  2  0  0  0  0; 23 26  2  0  0  0  0; 24 25  2  0  0  0  0; 25 26  1  0  0  0  0;$$$$"	"11347144"	"4-[2-(2-Pyridinylcarbonyl)carbonohydrazonoyl]phenyl 2-chlorobenzoate"	"20.356"	"141.06989"	"1891191"	"C20 H14 Cl N3 O3"	"379.07182"	""	"3202336"	"1"	"72.3"	"54.5"	"69.2"	"524"	"673"	"1589"	"2085"	"NoMSn"	"139.11233"	"False"	""	"1051616"	" 785431"	" 777404"	" 3202336"	" 2319559"	" 2536009"	"Full gap"	" Full gap"	" Full gap"	" Full gap"	" Full gap"	" No gap"	"128"	" 128"	" 128"	" 128"	" 128"	" 1"
"1117"	""	"35610174"	"Peak@20.358"	"20.358"	"202.17154"	"5935029"	""	""	""	"10520428"	"1"	""	""	""	""	""	"1589"	""	"NoMSn"	"157.10174"	"False"	""	"4096627"	" 2860605"	" 2858029"	" 10520428"	" 6921867"	" 6757443"	"No gap"	" Full gap"	" Full gap"	" No gap"	" Full gap"	" Full gap"	"1"	" 128"	" 128"	" 1"	" 128"	" 128"
"1118"	""	"70850031"	"Peak@20.360"	"20.360"	"124.08372"	"11808338"	""	""	""	"7448717"	"1"	""	""	""	""	""	"1589"	""	"NoMSn"	"147.06613"	"False"	""	"3143610"	" 2872921"	" 2831878"	" 6617514"	" 7243204"	" 7448717"	"Full gap"	" Full gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	"128"	" 128"	" 1"	" 128"	" 128"	" 128"
"1119"	""	"9700676"	"Peak@20.360"	"20.360"	"137.09172"	"1616779"	""	""	""	"1423045"	"1"	""	""	""	""	""	"1589"	""	"NoMSn"	"355.07049"	"False"	""	"733727"	" 490451"	" 494207"	" 1183417"	" 1423045"	" 1321442"	"Full gap"	" Full gap"	" Full gap"	" Full gap"	" No gap"	" Full gap"	"128"	" 128"	" 128"	" 128"	" 1"	" 128"
"1120"	""	"6376422"	"Peak@20.360"	"20.360"	"112.08383"	"1062737"	""	""	""	"1242975"	"1"	""	""	""	""	""	"1589"	""	"NoMSn"	"164.15666"	"False"	""	"427245"	" 379947"	" 280850"	" 1091895"	" 1038731"	" 1242975"	"Full gap"	" Full gap"	" Full gap"	" No gap"	" Full gap"	" Full gap"	"128"	" 128"	" 128"	" 1"	" 128"	" 128"
